,A_11PM,A_3AM,A_7AM,A_11AM,A_3PM,A_7PM,B_11PM,B_3AM,B_7AM,B_11AM,B_3PM,B_7PM
,18.6928,15.2022,2.43364,1.93318,3.92843,12.8761,20.2439,18.5484,10.0954,2.74117,2.95556,8.78915
BBOX1,3.17515,5.16947,7.36319,9.14414,14.4003,9.87359,5.64173,7.58843,8.04665,12.7217,14.6448,14.5596
CEBPG,17.0434,20.9457,27.7376,23.324,19.0658,21.3804,18.6885,22.5999,29.7131,20.4717,20.546,17.6875
mtch2,33.6553,35.3653,29.4216,28.4646,29.9259,27.1961,33.1425,31.5235,34.8449,28.8768,26.8343,28.6189
zgc:158564,34.2531,33.7654,31.6429,25.0711,27.8334,32.0251,33.2583,32.6131,28.9301,27.5083,27.6735,29.4815
scrib,15.231,15.4838,16.6763,19.7076,19.2733,23.2448,14.9562,16.3336,16.6268,20.2751,21.4498,21.265
GPT2,20.6366,11.116,9.39881,10.127,14.6364,16.6908,15.1593,12.6142,8.68035,11.1418,17.0845,19.653
oaz2l,5.40246,9.88649,20.5434,17.3274,13.5577,18.5267,6.27299,5.42875,15.1085,21.0892,14.8248,11.9018
,2.53926,4.56356,13.652,9.25755,6.23377,1.89146,1.9408,4.0859,9.22049,26.5142,8.0342,5.23085
per1b,1.28676,8.50603,86.0075,80.914,32.1941,6.9924,3.54855,10.2868,48.8391,108.947,54.1761,11.8034
SLC38A7,11.2977,10.2392,6.9801,7.0953,6.9972,7.06261,11.6764,9.9444,7.47617,6.19339,6.88606,6.0091
dhodh,2.03507,2.31048,6.16441,4.41136,3.75274,3.36789,2.22534,2.6571,3.77589,4.79175,2.61466,2.7786
ppp1r14b,27.4565,31.2039,15.2094,19.805,25.5279,31.4228,37.0395,26.7684,16.714,17.8465,28.7438,28.8533
zgc:64190,18.9805,15.3264,17.8966,10.2523,10.6144,12.0083,16.5069,18.721,11.344,13.2812,12.779,13.7828
six7,2.08484,1.24049,0.045856,0.399417,0.354273,2.02227,2.0501,0.438972,0.0963415,0.36292,0.139215,0.25461
zgc:158785,1.80519,2.39105,3.00669,1.98154,2.23448,1.64246,2.10335,3.09699,5.29206,4.30561,2.13837,0.87816
zgc:162401,10.0896,11.9125,18.3392,18.0947,12.9375,11.0762,7.7766,17.5703,18.3532,20.1545,11.4193,7.03782
dtx1,72.6752,75.6807,28.3231,19.4412,17.3841,27.7203,63.1431,80.4809,54.783,25.471,23.4438,18.1173
zgc:65987,18.118,9.35589,5.2467,5.32527,8.5285,13.1189,19.2917,10.6609,7.63581,3.9896,8.04739,13.0541
zgc:103658,15.3544,18.8149,16.7568,14.6088,13.9446,13.544,14.5171,15.6365,15.3259,16.5311,9.65514,11.4174
nucb2a,26.4552,21.4754,35.1957,37.0167,37.19,24.757,18.5924,24.0797,35.2712,36.6009,37.3068,31.9676
rorab,4.80369,6.86421,15.0162,19.1276,19.5312,22.1637,10.1068,6.75708,14.1299,24.5827,24.3278,27.285
zgc:162904,27.5648,21.4369,14.7109,11.0491,18.6484,30.1661,28.3309,29.0992,16.3881,15.0715,20.1628,28.3826
ALDH1A2,7.46445,13.0689,12.5469,8.4291,6.95288,7.26309,7.82678,13.2441,10.4274,8.44987,8.2589,5.85643
zgc:153233,2.26965,2.75423,4.24866,4.02538,3.58038,3.09807,3.09041,3.26263,3.57337,4.28776,4.43397,2.81214
gro1,19.2472,18.4787,14.9735,14.1155,16.5229,17.7274,22.5831,23.1715,15.591,15.5285,16.6758,17.3639
smad3a,1.37361,4.1091,18.3683,11.4974,8.65884,5.18185,2.05118,7.23245,11.6188,18.7736,11.4569,6.517
ADCY7,6.38495,8.79008,10.5039,9.10817,6.71846,7.22123,6.76865,7.69444,10.3534,8.79363,7.34834,6.20395
GRPEL1,14.5782,17.1537,11.9201,11.1728,8.98326,8.1769,12.6664,11.8761,18.0718,11.5703,9.17294,7.91034
,64.3968,47.5476,95.3386,131.964,104.228,32.7077,31.2127,27.6096,53.839,171.774,141.594,76.5919
smarcd3b,9.34204,7.09164,6.36229,5.34419,6.97814,11.9217,10.4626,6.92961,8.14623,7.38545,8.95522,8.92658
RBPMS2,6.73066,6.36208,2.86529,3.47529,5.02883,5.5323,6.84344,5.11064,4.78904,4.72004,6.55482,7.37644
TCF12,35.3582,33.6779,27.3157,17.8233,20.717,38.7167,42.3749,39.7739,34.2574,19.9218,26.147,23.1451
Fgf3,2.05323,1.89836,1.49007,1.82717,3.88173,3.42175,2.69558,1.51857,0.858909,1.95466,3.44534,4.35578
Pc,2.366,1.30194,2.32619,6.93154,9.8527,3.66375,2.77885,1.60038,3.39698,7.72391,11.1403,6.23023
arntl1b,11.6599,5.94779,0.413459,2.76512,10.8004,17.7758,14.1272,9.4342,1.84198,2.75235,11.3643,17.9084
zgc:103404,41.5868,35.167,27.3777,20.7104,29.402,33.1695,38.5459,31.1225,31.8884,28.9379,32.4165,38.4508
TRIM36,15.3475,22.4843,29.5998,5.4102,6.45338,7.06186,16.5898,26.7309,41.963,15.6802,8.10318,6.70616
dynll1,15.9855,36.5148,43.8253,42.5766,22.669,19.4244,22.1683,15.89,65.0383,35.5497,28.5245,12.8299
ufd1l,26.706,23.9834,26.437,20.299,21.6572,19.0331,25.2605,25.702,23.2857,22.5284,18.7018,19.8215
zgc:172102,4.55283,3.25442,2.84367,2.06957,3.36589,3.97921,3.3699,3.23743,2.85224,2.96031,3.9154,3.68156
zgc:92316,4.27518,7.01704,10.7163,6.84868,6.24224,6.68288,5.33069,7.64522,10.2229,8.30663,5.73729,6.25178
zgc:101122,1.76435,3.72442,5.73889,4.97742,3.88985,2.68034,3.90246,3.71332,4.88293,4.40642,2.96212,3.04116
mknk2b,31.3047,40.3554,78.5983,67.1358,65.2422,50.0717,38.0445,56.9135,61.3395,82.7935,75.5138,57.3079
cry2a,352.852,77.8324,24.3061,31.6296,95.5518,202.899,301.891,135.857,36.8322,29.7242,99.1011,173.628
si:dkeyp-22b2.3,5.43328,2.84159,3.33447,11.8356,8.57814,7.71574,7.43498,5.20886,4.36648,7.32862,10.0222,9.28134
si:ch211-199o1.5,3.48625,4.25604,7.81987,6.15254,4.87003,4.17905,4.04228,5.21663,5.90327,8.34945,7.10996,5.29303
Arih2,29.7252,24.5678,19.6703,18.3375,23.2855,29.502,30.6935,30.8664,29.1077,20.9938,26.5162,29.4537
si:dkey-20d21.7,2.98953,4.02449,5.23089,5.32687,4.62501,4.32435,3.86344,4.74022,5.86414,5.07941,5.61908,4.9706
prkar2aa,129.127,153.87,149.36,88.815,117.72,82.1438,117.392,147.993,148.775,119.713,110.97,106.114
zgc:92164,39.4822,33.4949,18.1074,16.5213,30.8864,68.7237,50.2936,39.4991,21.8009,19.6484,35.1535,50.3842
zgc:113183,9.72164,7.16974,5.12951,4.02418,5.34509,5.62709,7.9335,7.08928,4.68615,4.19539,4.11196,6.53606
LOC560226,32.5701,23.1322,14.23,14.5593,25.9844,31.4789,35.136,30.0549,19.3453,18.6531,27.1139,33.3052
cytsaa,12.8426,12.8939,14.8886,15.6085,15.515,13.7107,11.5275,14.9178,16.6328,18.4479,15.5139,14.4998
si:ch211-251j10.4,0.545041,0.652462,0.515872,0.329574,0.428183,1.02287,1.24729,0.748707,0.529532,0.343439,0.424934,0.814429
ANGPTL2,3.26404,3.41067,3.99347,3.28523,2.96936,2.04572,2.49349,3.53044,4.14104,2.46711,2.24426,1.65808
kcnip3l,40.6308,63.6842,66.835,94.5675,101.419,60.2599,41.8758,61.5532,86.2698,101.754,92.5137,79.2044
PRNP,68.3383,21.9344,8.86747,13.6099,25.9228,49.6518,58.373,36.2989,12.2265,17.7224,32.0627,37.933
angptl7,4.2017,5.18654,10.1185,5.13402,4.45924,2.84434,2.37621,7.06816,5.7615,6.1951,4.15708,4.25694
si:dkey-75a21.2,5.58034,3.76556,3.81988,4.35598,4.40664,5.4241,5.20077,4.31328,3.66977,3.87176,4.33332,4.53763
LOC567448,11.2127,25.2173,47.2976,21.919,23.6395,18.439,18.0701,22.1087,45.6124,37.3772,29.2016,22.7269
zgc:77112,32.0514,28.2945,14.2509,10.4298,14.2507,13.2578,29.8833,29.982,21.7537,13.6493,17.748,18.9681
bnip3l2,11.2299,18.2695,37.9181,31.1241,26.2917,21.682,13.8728,22.3788,32.3222,39.4094,36.7063,20.3781
pcsk1nl,15.0022,17.8816,21.0344,23.7319,27.1883,24.0968,23.6693,21.0248,27.3257,31.2094,32.8622,30.0698
tfe3a,9.08171,9.17024,10.6263,12.4753,12.1749,13.3135,8.33467,9.30989,9.20109,11.1209,13.1255,13.5553
dt1p1a10l,3.71188,3.56274,6.04746,8.09717,6.23985,3.89279,6.08394,3.20334,8.37069,7.7931,7.78454,4.40581
LOC100004076,16.8683,19.8407,11.6119,10.2723,9.98447,11.6705,19.3837,18.2285,17.9293,13.0918,12.3831,11.2964
GUK1,442.5,317.496,118.588,84.933,149.262,127.393,320.895,329.78,232.758,129.45,138.577,150.648
NEXN,14.1551,10.558,2.77354,3.11935,4.12023,4.48076,10.9059,10.0833,8.07982,4.73749,6.10336,6.65138
rorca,37.239,22.4379,16.7977,46.9208,133.823,88.8198,86.7317,44.6429,16.6064,59.9858,138.765,160.974
si:dkey-72l14.9,44.1388,32.6267,22.8865,35.8368,48.6012,52.1127,43.3383,40.942,27.3891,37.568,57.3077,62.9865
Gadd45g,99.8987,63.8711,51.7665,57.2468,78.1847,72.2242,120.118,96.6077,61.6877,53.7467,74.7671,91.2537
creb3l3l,22.0698,26.3742,28.7391,23.4534,18.7462,23.5504,23.2369,27.4698,29.2872,18.0797,22.4491,18.6684
Renbp,4.81664,7.53635,7.82458,5.45883,3.88414,4.06579,8.48741,5.76723,6.42261,5.67289,2.74738,3.3725
sorbs3,5.44154,5.17885,13.6149,11.7156,8.0752,5.79523,6.47041,5.25245,12.4209,9.9993,8.27993,4.61265
pop5,2.08038,3.81768,4.93494,4.6487,3.66513,2.10702,1.84666,4.28788,4.45291,5.47103,4.12828,2.28589
zgc:158399,21.1954,20.4201,19.9604,22.657,22.9211,20.0799,18.9739,19.9549,22.2102,24.1062,24.7877,19.7165
ACOT7,16.6513,16.263,20.0492,21.1032,19.0055,15.7439,13.7203,14.4722,16.7885,23.0479,22.1641,16.6109
fgfr1a,12.7076,14.2372,11.7085,7.0586,9.7324,10.3851,11.4069,14.3082,14.0244,8.18379,10.8964,10.3986
Gnb1l,648.339,555.993,273.935,294.852,512.539,492.469,748.808,742.684,396.36,348.351,501.596,652.94
zgc:55512,36.3049,29.0024,24.3735,17.4611,22.3368,26.2085,23.4686,29.3857,21.4966,14.4347,20.0786,18.6667
si:ch211-235e18.3,701.168,726.943,456.578,393.765,463.964,353.462,608.37,752.741,655.64,541.241,490.43,458.05
nr1i2,3.83367,3.84975,5.86086,5.07271,4.57063,4.67864,2.89209,3.63348,5.53265,5.33307,5.30776,4.15424
cdk5r2b,2.76428,4.24209,4.62955,5.71349,5.4891,3.77675,2.80926,4.36792,4.86037,6.75524,6.37621,4.95257
fbxl3a,37.8777,23.2998,22.6596,28.5202,45.2963,59.4555,46.2583,45.8527,19.0425,28.8919,47.9653,62.888
zgc:91870,98.7928,129.211,95.6101,46.1699,43.9875,22.06,71.0826,113.571,137.058,54.1131,45.1087,29.7296
si:ch211-173o4.2,6.30289,6.22062,7.48425,7.02686,6.81634,6.66614,5.38859,7.43563,7.65271,7.28139,6.99089,6.02749
etv5a,22.9203,19.9675,15.2355,13.9449,22.594,25.0473,19.107,18.6908,12.1154,18.5933,24.6464,24.7346
zgc:153683,5.92834,5.6342,7.10461,7.49658,6.6077,6.58159,5.59626,5.58654,6.20826,6.42345,7.4537,6.29975
zgc:162780,42.5018,13.3652,7.65275,10.1927,23.7631,20.7851,28.5152,16.2239,8.94596,13.8573,20.7098,27.9982
Dopey2,5.95828,10.8177,28.9174,26.1723,14.9098,15.2374,12.5906,15.509,23.879,33.3529,19.4441,14.6226
ddx3,68.2399,49.9433,47.2142,37.2917,50.4635,60.6978,63.2461,60.3429,51.5429,52.6111,60.227,63.6218
Mki67ip,12.0535,17.0488,17.2025,15.4448,14.5464,9.44233,9.57413,9.92277,13.9409,17.7511,14.7686,10.4399
COL18A1,28.3335,31.1977,33.5139,23.5252,23.5479,18.5738,23.8429,30.1616,21.0358,19.9993,14.0434,15.4793
zgc:77397,1.77207,2.26096,4.14722,3.46756,2.26375,1.58054,2.06976,2.3451,3.22092,3.85247,2.46778,2.27676
Rab3gap1,14.3306,17.0811,16.3139,11.0119,11.5064,9.39994,15.0074,18.1972,20.0804,9.9629,12.3175,13.4686
dync1i2a,34.3915,27.5159,27.039,21.0753,22.0456,22.6452,41.2759,33.7782,25.9746,25.2375,20.3822,25.9191
zgc:153408,7.42572,9.77092,10.8507,7.32427,6.00487,4.87825,8.99724,9.10347,12.1651,5.64567,6.54054,5.23603
fstl1b,25.1487,27.0601,23.9659,19.8638,20.8766,25.4728,22.31,24.1528,22.8491,18.8607,18.1563,20.1226
zgc:136850,0.0,0.0514351,0.0,0.293085,0.237191,0.0756885,0.0,0.0821713,0.0,0.181048,0.461342,0.0734057
fbxl3a,17.3028,16.9135,11.7438,17.9046,31.123,33.5008,31.3948,30.2733,10.1573,18.2647,34.6311,39.6546
Gpr183,0.380512,2.19174,1.82357,2.35842,1.18419,1.27222,1.00478,1.42155,3.48768,2.28948,1.66791,1.26415
HSPD1,18.1086,25.1606,30.8207,28.2778,27.5862,19.8005,19.2818,17.7948,24.1033,29.7718,24.3638,17.8221
ME3,17.9571,20.4122,19.2585,16.2025,14.9477,15.8435,19.1459,18.1115,24.7224,15.1835,14.5453,12.9356
tslpr,0.0,0.0,0.0,0.112444,0.0636845,0.134262,0.0,0.0,0.0,0.168608,0.156114,0.134363
WDR75,3.86657,5.05106,6.96085,5.76372,5.6669,4.4632,3.28463,4.08058,5.61562,6.89713,5.34302,3.88836
rdh1l,0.55833,2.00348,7.33467,9.39053,7.04301,2.95418,2.0781,2.92636,8.87019,9.51936,7.247,3.44121
tbl1x,13.9968,9.41781,4.01104,7.71416,13.6135,15.9419,17.512,10.82,5.00002,9.10895,15.6566,15.775
